#  corrdinate, H_Res, Px_Res, Py_Res, Pz_Res, Gx_Res, Gy_Res, Gz_Res, ....
      0.16 6.14142369851059e-06 1.21017682654531e-05 -9.31876483205124e-06 1.3481849615234e-10 1.72738991974237e-06 3.66354756700834e-07 4.16305696766729e-09
      0.48 7.18782531987946e-06 1.4126384356544e-05 -3.79493553125297e-06 -2.91571003972856e-09 2.20451611781201e-06 1.15019703248748e-07 3.81932828518585e-09
       0.8 1.8696587982276e-05 1.60077497595467e-05 -1.82442856562978e-06 7.44178867135982e-09 2.60254508004114e-06 -3.39669239504598e-06 3.56383165277713e-09
      1.12 4.34137892885771e-06 1.60056678318591e-05 -7.34509746423734e-06 4.32531498842803e-09 3.92649026459342e-06 -9.20370351601245e-06 2.65336973887646e-09
      1.44 -5.28770206305832e-05 1.39097959015793e-05 -9.16276123393319e-06 -7.39674721515809e-09 3.8399090039423e-06 -1.20904681726244e-05 6.28126203144163e-10
      1.76 -6.6276146717626e-05 1.14167274300166e-05 -3.71788163145171e-06 -2.03927729003108e-09 2.25355892393477e-06 -1.11318814602716e-05 -4.78509267564117e-10
      2.08 -1.88812839468416e-05 1.19585715298208e-05 -2.81427816317127e-06 -1.04528952463627e-09 2.00202660507586e-06 -1.07055515055205e-05 3.78280623187812e-10
       2.4 -3.96816798811703e-06 1.40745410812998e-05 -1.8176773576584e-06 -5.16560653724662e-09 3.92132300435662e-06 -1.24632237874379e-05 3.57011861976778e-09
      2.72 -2.93459176468585e-05 1.07534709020366e-05 8.04639908251921e-07 3.78346952119016e-09 7.21041158116481e-06 -1.4526417157345e-05 1.02377267582558e-08
      3.04 -6.33351680963697e-05 7.26947608832756e-06 -3.83442117929339e-06 1.7035581673124e-08 1.28466659141096e-05 -1.52216985008102e-05 1.46021883165662e-08
      3.36 -0.000144463951881398 1.01577431215483e-05 -1.0148296726847e-05 3.32109017133275e-08 1.97312192673078e-05 -8.69783176381842e-06 1.53067448562888e-08
      3.68 -0.000264055602641157 1.4603115855515e-05 -8.91615640335961e-06 3.99322576112725e-08 2.20741799819274e-05 8.30011724021231e-06 1.55905692696384e-08
