# File created on Tue Feb 24 19:53:24 2026
#
# time         R02m-02         I02m-02         R02m-01         I02m-01         R02m000         I02m000         R02m001         I02m001         R02m002         I02m002         R03m-03         I03m-03         R03m-02         I03m-02         R03m-01         I03m-01         R03m000         I03m000         R03m001         I03m001         R03m002         I03m002         R03m003         I03m003         R04m-04         I04m-04         R04m-03         I04m-03         R04m-02         I04m-02         R04m-01         I04m-01         R04m000         I04m000         R04m001         I04m001         R04m002         I04m002         R04m003         I04m003         R04m004         I04m004         
12.5           7.6703938e-08   1.1485886e-06   1.7096127e-09   -3.4297362e-12  6.3315574e-08   0               1.7096127e-09   3.4297362e-12   7.6703938e-08   -1.1485886e-06  1.3890724e-08   -8.5385206e-10  4.1806137e-11   2.1789209e-09   3.5881932e-09   -6.5039778e-10  0               1.1489829e-09   -3.5881932e-09  -6.5039778e-10  -4.1806137e-11  2.1789209e-09   -1.3890724e-08  -8.5385206e-10  4.6814664e-10   -3.0757783e-09  -1.6813813e-11  1.0626438e-11   -2.2797879e-10  -2.4434646e-09  -9.0512728e-12  -1.4083133e-11  8.6370575e-10   0               -9.0512728e-12  1.4083133e-11   -2.2797879e-10  2.4434646e-09   -1.6813813e-11  -1.0626438e-11  4.6814664e-10   3.0757783e-09  
12.5           9.993325e-08    1.3963768e-06   2.206888e-09    -2.6949019e-12  8.2526867e-08   0               2.206888e-09    2.6949019e-12   9.993325e-08    -1.3963768e-06  1.8058956e-08   -1.1854977e-09  6.458077e-11    3.0071575e-09   4.6603854e-09   -9.0767398e-10  0               1.5816562e-09   -4.6603854e-09  -9.0767398e-10  -6.458077e-11   3.0071575e-09   -1.8058956e-08  -1.1854977e-09  6.8418486e-10   -4.2741194e-09  -2.1722526e-11  1.1967195e-11   -3.4136152e-10  -3.3863702e-09  -5.5535221e-12  -1.4527382e-11  1.2706091e-09   0               -5.5535221e-12  1.4527382e-11   -3.4136152e-10  3.3863702e-09   -2.1722526e-11  -1.1967195e-11  6.8418486e-10   4.2741194e-09  
12.5           1.3249755e-07   1.7206693e-06   2.8947703e-09   -3.9718603e-12  1.094796e-07    0               2.8947703e-09   3.9718603e-12   1.3249755e-07   -1.7206693e-06  2.3912925e-08   -1.6844948e-09  1.0073086e-10   4.2433907e-09   6.1708163e-09   -1.2886139e-09  0               2.2248405e-09   -6.1708163e-09  -1.2886139e-09  -1.0073086e-10  4.2433907e-09   -2.3912925e-08  -1.6844948e-09  1.0271321e-09   -6.077254e-09   -3.1147886e-11  1.6904526e-11   -5.2354874e-10  -4.802692e-09   -8.1097737e-12  -2.193574e-11   1.9186962e-09   0               -8.1097737e-12  2.193574e-11    -5.2354874e-10  4.802692e-09    -3.1147886e-11  -1.6904526e-11  1.0271321e-09   6.077254e-09   
12.5           1.7924043e-07   2.1533282e-06   3.8700124e-09   -7.3375726e-12  1.4820517e-07   0               3.8700124e-09   7.3375726e-12   1.7924043e-07   -2.1533282e-06  3.2340506e-08   -2.4593783e-09  1.5750543e-10   6.1250549e-09   8.3475941e-09   -1.8740009e-09  0               3.2084576e-09   -8.3475941e-09  -1.8740009e-09  -1.5750543e-10  6.1250549e-09   -3.2340506e-08  -2.4593783e-09  1.5902186e-09   -8.8727351e-09  -5.2148123e-11  3.133506e-11    -8.2380056e-10  -6.9724705e-09  -1.7546508e-11  -3.8245294e-11  2.9903843e-09   0               -1.7546508e-11  3.8245294e-11   -8.2380056e-10  6.9724705e-09   -5.2148123e-11  -3.133506e-11   1.5902186e-09   8.8727351e-09  
12.5           2.481787e-07    2.7433325e-06   5.299207e-09    -6.8312691e-12  2.0539449e-07   0               5.299207e-09    6.8312691e-12   2.481787e-07    -2.7433325e-06  4.4806943e-08   -3.6836585e-09  2.5577951e-10   9.2477075e-09   1.1557111e-08   -2.8189562e-09  0               4.7621329e-09   -1.1557111e-08  -2.8189562e-09  -2.5577951e-10  9.2477075e-09   -4.4806943e-08  -3.6836585e-09  2.5498944e-09   -1.3358234e-08  -6.8289515e-11  3.1351172e-11   -1.3440578e-09  -1.0593836e-08  -1.3667116e-11  -5.0144892e-11  4.8235003e-09   0               -1.3667116e-11  5.0144892e-11   -1.3440578e-09  1.0593836e-08   -6.8289515e-11  -3.1351172e-11  2.5498944e-09   1.3358234e-08  
12.5           3.5315429e-07   3.5692486e-06   7.4381952e-09   -1.1444964e-11  2.9260639e-07   0               7.4381952e-09   1.1444964e-11   3.5315429e-07   -3.5692486e-06  6.3899765e-08   -5.7343353e-09  3.964562e-10    1.408798e-08    1.6482313e-08   -4.3719719e-09  0               7.3104817e-09   -1.6482313e-08  -4.3719719e-09  -3.964562e-10   1.408798e-08    -6.3899765e-08  -5.7343353e-09  4.2745922e-09   -2.0851083e-08  -1.2632829e-10  7.025605e-11    -2.247327e-09   -1.6271761e-08  -3.1361778e-11  -8.8289276e-11  8.1299035e-09   0               -3.1361778e-11  8.8289276e-11   -2.247327e-09   1.6271761e-08   -1.2632829e-10  -7.025605e-11   4.2745922e-09   2.0851083e-08  
12.5           5.190382e-07    4.7605097e-06   1.0758599e-08   -2.8834634e-11  4.3075054e-07   0               1.0758599e-08   2.8834634e-11   5.190382e-07    -4.7605097e-06  9.4288571e-08   -9.30246e-09    6.7606201e-10   2.250518e-08    2.4341089e-08   -7.0430045e-09  0               1.1676237e-08   -2.4341089e-08  -7.0430045e-09  -6.7606201e-10  2.250518e-08    -9.4288571e-08  -9.30246e-09    7.5155395e-09   -3.3975187e-08  -2.4182175e-10  1.5469096e-10   -3.9928095e-09  -2.6236484e-08  -9.5421299e-11  -1.8759933e-10  1.4366902e-08   0               -9.5421299e-11  1.8759933e-10   -3.9928095e-09  2.6236484e-08   -2.4182175e-10  -1.5469096e-10  7.5155395e-09   3.3975187e-08  
12.5           7.9315355e-07   6.541356e-06    1.6154849e-08   -4.6008469e-11  6.5979851e-07   0               1.6154849e-08   4.6008469e-11   7.9315355e-07   -6.541356e-06   1.449515e-07    -1.5819634e-08  1.2560427e-09   3.8361024e-08   3.7413042e-08   -1.195109e-08   0               1.9573143e-08   -3.7413042e-08  -1.195109e-08   -1.2560427e-09  3.8361024e-08   -1.449515e-07   -1.5819634e-08  1.4049933e-08   -5.8337627e-08  -4.4431429e-10  2.7469022e-10   -7.5847431e-09  -4.518176e-08   -1.6706388e-10  -3.4739085e-10  2.696518e-08    0               -1.6706388e-10  3.4739085e-10   -7.5847431e-09  4.518176e-08    -4.4431429e-10  -2.7469022e-10  1.4049933e-08   5.8337627e-08  
12.5           1.2717026e-06   9.3235413e-06   2.5381269e-08   -4.9300621e-11  1.0614408e-06   0               2.5381269e-08   4.9300621e-11   1.2717026e-06   -9.3235413e-06  2.3439622e-07   -2.8588864e-08  2.2088926e-09   6.7694987e-08   6.0482217e-08   -2.1575861e-08  0               3.4768057e-08   -6.0482217e-08  -2.1575861e-08  -2.2088926e-09  6.7694987e-08   -2.3439622e-07  -2.8588864e-08  2.8349197e-08   -1.0679733e-07  -8.2701416e-10  5.3393144e-10   -1.521368e-08   -8.0908765e-08  -3.0749122e-10  -6.5517663e-10  5.4544303e-08   0               -3.0749122e-10  6.5517663e-10   -1.521368e-08   8.0908765e-08   -8.2701416e-10  -5.3393144e-10  2.8349197e-08   1.0679733e-07  
12.5           2.1650476e-06   1.3904998e-05   4.1949511e-08   -7.1087431e-11  1.8170153e-06   0               4.1949511e-08   7.1087431e-11   2.1650476e-06   -1.3904998e-05  4.0396324e-07   -5.5873409e-08  4.4742662e-09   1.3101384e-07   1.0423768e-07   -4.1914494e-08  0               6.6447344e-08   -1.0423768e-07  -4.1914494e-08  -4.4742662e-09  1.3101384e-07   -4.0396324e-07  -5.5873409e-08  6.3099603e-08   -2.1215541e-07  -1.9262073e-09  1.3060217e-09   -3.3981799e-08  -1.5927408e-07  -7.2523125e-10  -1.4879564e-09  1.2140297e-07   0               -7.2523125e-10  1.4879564e-09   -3.3981799e-08  1.5927408e-07   -1.9262073e-09  -1.3060217e-09  6.3099603e-08   2.1215541e-07  
12.5           3.9828605e-06   2.1966755e-05   7.4240839e-08   1.4906358e-10   3.3736604e-06   0               7.4240839e-08   -1.4906358e-10  3.9828605e-06   -2.1966755e-05  7.5581396e-07   -1.2046843e-07  8.7535397e-09   2.7632178e-07   1.9531412e-07   -8.9719503e-08  0               1.3924204e-07   -1.9531412e-07  -8.9719503e-08  -8.7535397e-09  2.7632178e-07   -7.5581396e-07  -1.2046843e-07  1.6024299e-07   -4.6861036e-07  -4.2767484e-09  3.1967376e-09   -8.4540217e-08  -3.4377994e-07  -2.1998036e-09  -3.9607306e-09  3.0687248e-07   0               -2.1998036e-09  3.9607306e-09   -8.4540217e-08  3.4377994e-07   -4.2767484e-09  -3.1967376e-09  1.6024299e-07   4.6861036e-07  
12.5           8.1186713e-06   3.7361161e-05   1.2859211e-07   -2.0235781e-09  7.012915e-06    0               1.2859211e-07   2.0235781e-09   8.1186713e-06   -3.7361161e-05  1.5826154e-06   -2.987103e-07   1.9318214e-08   6.7294056e-07   4.0014554e-07   -2.2021271e-07  0               3.3170496e-07   -4.0014554e-07  -2.2021271e-07  -1.9318214e-08  6.7294056e-07   -1.5826154e-06  -2.987103e-07   4.913568e-07    -1.2062768e-06  -4.9019534e-09  5.3440149e-09   -2.3770759e-07  -8.497444e-07   1.5754999e-09   -4.8613855e-09  9.1468846e-07   0               1.5754999e-09   4.8613855e-09   -2.3770759e-07  8.497444e-07    -4.9019534e-09  -5.3440149e-09  4.913568e-07    1.2062768e-06  
12.916667      7.6674389e-08   1.1510884e-06   1.7089342e-09   -3.4020198e-12  6.3297225e-08   0               1.7089342e-09   3.4020198e-12   7.6674389e-08   -1.1510884e-06  1.3936287e-08   -8.5337096e-10  4.0307924e-11   2.1811364e-09   3.5999606e-09   -6.4999496e-10  0               1.1487327e-09   -3.5999606e-09  -6.4999496e-10  -4.0307924e-11  2.1811364e-09   -1.3936287e-08  -8.5337096e-10  4.6916508e-10   -3.0890197e-09  -1.6846353e-11  1.0651174e-11   -2.2786123e-10  -2.4512563e-09  -9.0623914e-12  -1.4106208e-11  8.6390639e-10   0               -9.0623914e-12  1.4106208e-11   -2.2786123e-10  2.4512563e-09   -1.6846353e-11  -1.0651174e-11  4.6916508e-10   3.0890197e-09  
12.916667      9.989374e-08    1.3995704e-06   2.2058656e-09   -2.6435621e-12  8.2503424e-08   0               2.2058656e-09   2.6435621e-12   9.989374e-08    -1.3995704e-06  1.8121319e-08   -1.1848921e-09  6.2301347e-11   3.0103404e-09   4.6764816e-09   -9.0717421e-10  0               1.5812581e-09   -4.6764816e-09  -9.0717421e-10  -6.2301347e-11  3.0103404e-09   -1.8121319e-08  -1.1848921e-09  6.8562809e-10   -4.2935013e-09  -2.1764307e-11  1.2010314e-11   -3.4122925e-10  -3.3977246e-09  -5.5535436e-12  -1.4577312e-11  1.270766e-09    0               -5.5535436e-12  1.4577312e-11   -3.4122925e-10  3.3977246e-09   -2.1764307e-11  -1.2010314e-11  6.8562809e-10   4.2935013e-09  
12.916667      1.3244327e-07   1.7248116e-06   2.893168e-09    -3.8878676e-12  1.0944917e-07   0               2.893168e-09    3.8878676e-12   1.3244327e-07   -1.7248116e-06  2.4000055e-08   -1.6836954e-09  9.7152797e-11   4.2480706e-09   6.1933018e-09   -1.287948e-09   0               2.2241809e-09   -6.1933018e-09  -1.287948e-09   -9.7152797e-11  4.2480706e-09   -2.4000055e-08  -1.6836954e-09  1.0295006e-09   -6.1063369e-09  -3.120941e-11   1.6966336e-11   -5.2332381e-10  -4.8196807e-09  -8.1062723e-12  -2.202746e-11   1.9190332e-09   0               -8.1062723e-12  2.202746e-11    -5.2332381e-10  4.8196807e-09   -3.120941e-11   -1.6966336e-11  1.0295006e-09   6.1063369e-09  
12.916667      1.7916317e-07   2.1587927e-06   3.8674208e-09   -7.1920457e-12  1.4816476e-07   0               3.8674208e-09   7.1920457e-12   1.7916317e-07   -2.1587927e-06  3.2465121e-08   -2.457925e-09   1.5165481e-10   6.1320405e-09   8.3797555e-09   -1.8727894e-09  0               3.2073047e-09   -8.3797555e-09  -1.8727894e-09  -1.5165481e-10  6.1320405e-09   -3.2465121e-08  -2.457925e-09   1.5941098e-09   -8.917659e-09   -5.2261234e-11  3.1417263e-11   -8.2340495e-10  -6.9985668e-09  -1.7551137e-11  -3.8327878e-11  2.9908782e-09   0               -1.7551137e-11  3.8327878e-11   -8.2340495e-10  6.9985668e-09   -5.2261234e-11  -3.1417263e-11  1.5941098e-09   8.917659e-09   
12.916667      2.4806481e-07   2.7506784e-06   5.2948656e-09   -6.5447132e-12  2.0534014e-07   0               5.2948656e-09   6.5447132e-12   2.4806481e-07   -2.7506784e-06  4.4989934e-08   -3.6813229e-09  2.4580005e-10   9.2586758e-09   1.1604317e-08   -2.8170556e-09  0               4.7600042e-09   -1.1604317e-08  -2.8170556e-09  -2.4580005e-10  9.2586758e-09   -4.4989934e-08  -3.6813229e-09  2.5569382e-09   -1.3430002e-08  -6.844034e-11   3.1451956e-11   -1.3433579e-09  -1.0635687e-08  -1.3641015e-11  -5.0256171e-11  4.8248927e-09   0               -1.3641015e-11  5.0256171e-11   -1.3433579e-09  1.0635687e-08   -6.844034e-11   -3.1451956e-11  2.5569382e-09   1.3430002e-08  
12.916667      3.5297767e-07   3.579334e-06    7.4305117e-09   -1.0879595e-11  2.925315e-07    0               7.4305117e-09   1.0879595e-11   3.5297767e-07   -3.579334e-06   6.4176858e-08   -5.7306898e-09  3.784998e-10    1.4104626e-08   1.6553787e-08   -4.3689832e-09  0               7.3063184e-09   -1.6553787e-08  -4.3689832e-09  -3.784998e-10   1.4104626e-08   -6.4176858e-08  -5.7306898e-09  4.2868702e-09   -2.0970229e-08  -1.2663261e-10  7.0493756e-11   -2.2460594e-09  -1.6340232e-08  -3.1338435e-11  -8.850131e-11   8.131661e-09    0               -3.1338435e-11  8.850131e-11    -2.2460594e-09  1.6340232e-08   -1.2663261e-10  -7.0493756e-11  4.2868702e-09   2.0970229e-08  
12.916667      5.1874693e-07   4.7746791e-06   1.0744117e-08   -2.7665669e-11  4.3064502e-07   0               1.0744117e-08   2.7665669e-11   5.1874693e-07   -4.7746791e-06  9.4723162e-08   -9.2960909e-09  6.4180962e-10   2.2531912e-08   2.4453217e-08   -7.0377084e-09  0               1.1667605e-08   -2.4453217e-08  -7.0377084e-09  -6.4180962e-10  2.2531912e-08   -9.4723162e-08  -9.2960909e-09  7.5402429e-09   -3.4182377e-08  -2.4246381e-10  1.5523214e-10   -3.9904091e-09  -2.6353993e-08  -9.547795e-11   -1.880939e-10   1.4371847e-08   0               -9.547795e-11   1.880939e-10    -3.9904091e-09  2.6353993e-08   -2.4246381e-10  -1.5523214e-10  7.5402429e-09   3.4182377e-08  
12.916667      7.9263368e-07   6.5617505e-06   1.6125639e-08   -4.3299415e-11  6.5964655e-07   0               1.6125639e-08   4.3299415e-11   7.9263368e-07   -6.5617505e-06  1.456612e-07    -1.5807377e-08  1.1852851e-09   3.8405767e-08   3.7596126e-08   -1.1941098e-08  0               1.9554008e-08   -3.7596126e-08  -1.1941098e-08  -1.1852851e-09  3.8405767e-08   -1.456612e-07   -1.5807377e-08  1.4102209e-08   -5.8718308e-08  -4.4546533e-10  2.757067e-10    -7.5795781e-09  -4.53951e-08    -1.6714908e-10  -3.4822405e-10  2.6976482e-08   0               -1.6714908e-10  3.4822405e-10   -7.5795781e-09  4.53951e-08     -4.4546533e-10  -2.757067e-10   1.4102209e-08   5.8718308e-08  
12.916667      1.2706726e-06   9.3535656e-06   2.5316707e-08   -4.2083368e-11  1.0612179e-06   0               2.5316707e-08   4.2083368e-11   1.2706726e-06   -9.3535656e-06  2.3560927e-07   -2.8561822e-08  2.0481489e-09   6.7760495e-08   6.0795058e-08   -2.1554473e-08  0               3.4719265e-08   -6.0795058e-08  -2.1554473e-08  -2.0481489e-09  6.7760495e-08   -2.3560927e-07  -2.8561822e-08  2.84744e-08     -1.0754111e-07  -8.2926602e-10  5.3598302e-10   -1.5201152e-08  -8.1313467e-08  -3.0753846e-10  -6.5662041e-10  5.4577498e-08   0               -3.0753846e-10  6.5662041e-10   -1.5201152e-08  8.1313467e-08   -8.2926602e-10  -5.3598302e-10  2.84744e-08     1.0754111e-07  
12.916667      2.1627068e-06   1.3949689e-05   4.1789357e-08   -4.9927574e-11  1.816693e-06    0               4.1789357e-08   4.9927574e-11   2.1627068e-06   -1.3949689e-05  4.0614126e-07   -5.5805305e-08  4.0593729e-09   1.3108947e-07   1.0479951e-07   -4.1863573e-08  0               6.6306487e-08   -1.0479951e-07  -4.1863573e-08  -4.0593729e-09  1.3108947e-07   -4.0614126e-07  -5.5805305e-08  6.344276e-08    -2.1372678e-07  -1.9308225e-09  1.3121593e-09   -3.3946842e-08  -1.6009418e-07  -7.2594574e-10  -1.4914999e-09  1.2151457e-07   0               -7.2594574e-10  1.4914999e-09   -3.3946842e-08  1.6009418e-07   -1.9308225e-09  -1.3121593e-09  6.344276e-08    2.1372678e-07  
12.916667      3.9764548e-06   2.2030788e-05   7.3785484e-08   2.5815465e-10   3.3732105e-06   0               7.3785484e-08   -2.5815465e-10  3.9764548e-06   -2.2030788e-05  7.599066e-07    -1.2026213e-07  7.4910374e-09   2.7621715e-07   1.9638368e-07   -8.9537914e-08  0               1.3876371e-07   -1.9638368e-07  -8.9537914e-08  -7.4910374e-09  2.7621715e-07   -7.599066e-07   -1.2026213e-07  1.6142448e-07   -4.7225689e-07  -4.2472402e-09  3.1879938e-09   -8.438298e-08   -3.4552117e-07  -2.200538e-09   -3.9862978e-09  3.0746875e-07   0               -2.200538e-09   3.9862978e-09   -8.438298e-08   3.4552117e-07   -4.2472402e-09  -3.1879938e-09  1.6142448e-07   4.7225689e-07  
12.916667      8.0966436e-06   3.7426416e-05   1.2706084e-07   -1.6768573e-09  7.0151121e-06   0               1.2706084e-07   1.6768573e-09   8.0966436e-06   -3.7426416e-05  1.5891469e-06   -2.9722335e-07  1.3916884e-08   6.6718673e-07   4.0304733e-07   -2.2019986e-07  0               3.2992916e-07   -4.0304733e-07  -2.2019986e-07  -1.3916884e-08  6.6718673e-07   -1.5891469e-06  -2.9722335e-07  4.9479434e-07   -1.2160697e-06  -7.6282665e-09  7.6340055e-09   -2.3656151e-07  -8.5607508e-07  2.199384e-09    -1.5483593e-09  9.1100254e-07   0               2.199384e-09    1.5483593e-09   -2.3656151e-07  8.5607508e-07   -7.6282665e-09  -7.6340055e-09  4.9479434e-07   1.2160697e-06  
13.333333      7.6644723e-08   1.1535843e-06   1.7082451e-09   -3.3732598e-12  6.3278893e-08   0               1.7082451e-09   3.3732598e-12   7.6644723e-08   -1.1535843e-06  1.3981802e-08   -8.5286722e-10  3.87808e-11     2.1833427e-09   3.6117157e-09   -6.4957495e-10  0               1.1484777e-09   -3.6117157e-09  -6.4957495e-10  -3.87808e-11    2.1833427e-09   -1.3981802e-08  -8.5286722e-10  4.7023244e-10   -3.1022514e-09  -1.6879051e-11  1.0676797e-11   -2.2772937e-10  -2.4590391e-09  -9.0735736e-12  -1.4130851e-11  8.6413808e-10   0               -9.0735736e-12  1.4130851e-11   -2.2772937e-10  2.4590391e-09   -1.6879051e-11  -1.0676797e-11  4.7023244e-10   3.1022514e-09  
13.333333      9.9854043e-08   1.402758e-06    2.2048275e-09   -2.5903867e-12  8.248001e-08    0               2.2048275e-09   2.5903867e-12   9.9854043e-08   -1.402758e-06   1.8183605e-08   -1.1842508e-09  5.9974485e-11   3.0135087e-09   4.6925582e-09   -9.0664754e-10  0               1.5808513e-09   -4.6925582e-09  -9.0664754e-10  -5.9974485e-11  3.0135087e-09   -1.8183605e-08  -1.1842508e-09  6.8710746e-10   -4.312868e-09   -2.180642e-11   1.2053433e-11   -3.4108247e-10  -3.4090667e-09  -5.5539317e-12  -1.4623578e-11  1.2709132e-09   0               -5.5539317e-12  1.4623578e-11   -3.4108247e-10  3.4090667e-09   -2.180642e-11   -1.2053433e-11  6.8710746e-10   4.312868e-09   
13.333333      1.323887e-07    1.7289446e-06   2.8915397e-09   -3.8003975e-12  1.0941881e-07   0               2.8915397e-09   3.8003975e-12   1.323887e-07    -1.7289446e-06  2.4087057e-08   -1.6828776e-09  9.3495559e-11   4.2527213e-09   6.2157548e-09   -1.2872691e-09  0               2.2235045e-09   -6.2157548e-09  -1.2872691e-09  -9.3495559e-11  4.2527213e-09   -2.4087057e-08  -1.6828776e-09  1.0319241e-09   -6.1353931e-09  -3.1271205e-11  1.7027737e-11   -5.2309718e-10  -4.8366457e-09  -8.1036436e-12  -2.2109657e-11  1.9193722e-09   0               -8.1036436e-12  2.2109657e-11   -5.2309718e-10  4.8366457e-09   -3.1271205e-11  -1.7027737e-11  1.0319241e-09   6.1353931e-09  
13.333333      1.7908543e-07   2.1642422e-06   3.8647799e-09   -7.0419103e-12  1.481245e-07    0               3.8647799e-09   7.0419103e-12   1.7908543e-07   -2.1642422e-06  3.2589509e-08   -2.4565207e-09  1.4566768e-10   6.1389751e-09   8.4118588e-09   -1.8716183e-09  0               3.2061226e-09   -8.4118588e-09  -1.8716183e-09  -1.4566768e-10  6.1389751e-09   -3.2589509e-08  -2.4565207e-09  1.5980874e-09   -8.9625284e-09  -5.2374586e-11  3.1502146e-11   -8.2301181e-10  -7.0246162e-09  -1.7556473e-11  -3.841267e-11   2.9913686e-09   0               -1.7556473e-11  3.841267e-11    -8.2301181e-10  7.0246162e-09   -5.2374586e-11  -3.1502146e-11  1.5980874e-09   8.9625284e-09  
13.333333      2.4794997e-07   2.7579991e-06   5.2904317e-09   -6.2505323e-12  2.05286e-07     0               5.2904317e-09   6.2505323e-12   2.4794997e-07   -2.7579991e-06  4.5172509e-08   -3.6789703e-09  2.3556646e-10   9.2695415e-09   1.1651417e-08   -2.8151464e-09  0               4.7578202e-09   -1.1651417e-08  -2.8151464e-09  -2.3556646e-10  9.2695415e-09   -4.5172509e-08  -3.6789703e-09  2.5642512e-09   -1.3501655e-08  -6.8590531e-11  3.1556815e-11   -1.342659e-09   -1.0677441e-08  -1.361589e-11   -5.0378084e-11  4.8264495e-09   0               -1.361589e-11   5.0378084e-11   -1.342659e-09   1.0677441e-08   -6.8590531e-11  -3.1556815e-11  2.5642512e-09   1.3501655e-08  
13.333333      3.5279915e-07   3.5893751e-06   7.4226468e-09   -1.0297188e-11  2.9245702e-07   0               7.4226468e-09   1.0297188e-11   3.5279915e-07   -3.5893751e-06  6.4453146e-08   -5.7270054e-09  3.6005754e-10   1.4121056e-08   1.6625056e-08   -4.3659747e-09  0               7.3020333e-09   -1.6625056e-08  -4.3659747e-09  -3.6005754e-10  1.4121056e-08   -6.4453146e-08  -5.7270054e-09  4.2993492e-09   -2.1089133e-08  -1.2693444e-10  7.073055e-11    -2.2447947e-09  -1.6408503e-08  -3.1315647e-11  -8.8704342e-11  8.1331946e-09   0               -3.1315647e-11  8.8704342e-11   -2.2447947e-09  1.6408503e-08   -1.2693444e-10  -7.073055e-11   4.2993492e-09   2.1089133e-08  
13.333333      5.1845165e-07   4.7887653e-06   1.0729256e-08   -2.645664e-11   4.3054035e-07   0               1.0729256e-08   2.645664e-11    5.1845165e-07   -4.7887653e-06  9.5156091e-08   -9.289681e-09   6.0652843e-10   2.2558195e-08   2.4564913e-08   -7.0324054e-09  0               1.1658711e-08   -2.4564913e-08  -7.0324054e-09  -6.0652843e-10  2.2558195e-08   -9.5156091e-08  -9.289681e-09   7.5656232e-09   -3.4389049e-08  -2.4309542e-10  1.5577108e-10   -3.9880192e-09  -2.6471039e-08  -9.5530589e-11  -1.8856817e-10  1.4376784e-08   0               -9.5530589e-11  1.8856817e-10   -3.9880192e-09  2.6471039e-08   -2.4309542e-10  -1.5577108e-10  7.5656232e-09   3.4389049e-08  
13.333333      7.9210442e-07   6.5819777e-06   1.6095584e-08   -4.0486942e-11  6.5949639e-07   0               1.6095584e-08   4.0486942e-11   7.9210442e-07   -6.5819777e-06  1.4636713e-07   -1.5794956e-08  1.1121803e-09   3.8449297e-08   3.777824e-08    -1.1931046e-08  0               1.9534199e-08   -3.777824e-08   -1.1931046e-08  -1.1121803e-09  3.8449297e-08   -1.4636713e-07  -1.5794956e-08  1.4156251e-08   -5.9097649e-08  -4.4659281e-10  2.7673573e-10   -7.5744197e-09  -4.560725e-08   -1.6723184e-10  -3.4905127e-10  2.6988125e-08   0               -1.6723184e-10  3.4905127e-10   -7.5744197e-09  4.560725e-08    -4.4659281e-10  -2.7673573e-10  1.4156251e-08   5.9097649e-08  
13.333333      1.2696184e-06   9.3832208e-06   2.5250018e-08   -3.4554404e-11  1.0609994e-06   0               2.5250018e-08   3.4554404e-11   1.2696184e-06   -9.3832208e-06  2.3681289e-07   -2.8534323e-08  1.8814788e-09   6.7822566e-08   6.1105466e-08   -2.1532911e-08  0               3.4668535e-08   -6.1105466e-08  -2.1532911e-08  -1.8814788e-09  6.7822566e-08   -2.3681289e-07  -2.8534323e-08  2.8604387e-08   -1.0828105e-07  -8.3146668e-10  5.3806037e-10   -1.5188641e-08  -8.1714844e-08  -3.0758556e-10  -6.580781e-10   5.4611987e-08   0               -3.0758556e-10  6.580781e-10    -1.5188641e-08  8.1714844e-08   -8.3146668e-10  -5.3806037e-10  2.8604387e-08   1.0828105e-07  
13.333333      2.1602926e-06   1.3993465e-05   4.1623049e-08   -2.7732929e-11  1.8163822e-06   0               4.1623049e-08   2.7732929e-11   2.1602926e-06   -1.3993465e-05  4.0829218e-07   -5.5735567e-08  3.6271417e-09   1.3115343e-07   1.0535432e-07   -4.1812071e-08  0               6.6159199e-08   -1.0535432e-07  -4.1812071e-08  -3.6271417e-09  1.3115343e-07   -4.0829218e-07  -5.5735567e-08  6.3802e-08      -2.152855e-07   -1.9352312e-09  1.3183729e-09   -3.3910657e-08  -1.6090297e-07  -7.2666535e-10  -1.4949311e-09  1.2163193e-07   0               -7.2666535e-10  1.4949311e-09   -3.3910657e-08  1.6090297e-07   -1.9352312e-09  -1.3183729e-09  6.3802e-08      2.152855e-07   
13.333333      3.9697639e-06   2.2092159e-05   7.3336912e-08   3.688665e-10    3.372774e-06    0               7.3336912e-08   -3.688665e-10   3.9697639e-06   -2.2092159e-05  7.6391256e-07   -1.2002586e-07  6.1309404e-09   2.7604752e-07   1.9746061e-07   -8.9349057e-08  0               1.3826844e-07   -1.9746061e-07  -8.9349057e-08  -6.1309404e-09  2.7604752e-07   -7.6391256e-07  -1.2002586e-07  1.6268514e-07   -4.7584758e-07  -4.2091956e-09  3.1951072e-09   -8.4224289e-08  -3.4723074e-07  -2.2079562e-09  -4.0101678e-09  3.0812592e-07   0               -2.2079562e-09  4.0101678e-09   -8.4224289e-08  3.4723074e-07   -4.2091956e-09  -3.1951072e-09  1.6268514e-07   4.7584758e-07  
13.333333      8.0730391e-06   3.7481045e-05   1.2746868e-07   -1.5522754e-09  7.0168586e-06   0               1.2746868e-07   1.5522754e-09   8.0730391e-06   -3.7481045e-05  1.5940721e-06   -2.9560572e-07  6.9117272e-09   6.5826436e-07   4.0783648e-07   -2.2110368e-07  0               3.2873588e-07   -4.0783648e-07  -2.2110368e-07  -6.9117272e-09  6.5826436e-07   -1.5940721e-06  -2.9560572e-07  4.9765595e-07   -1.2247591e-06  -1.3156413e-08  1.1202405e-08   -2.3622572e-07  -8.6407827e-07  2.1731026e-09   2.6541041e-09   9.0541836e-07   0               2.1731026e-09   -2.6541041e-09  -2.3622572e-07  8.6407827e-07   -1.3156413e-08  -1.1202405e-08  4.9765595e-07   1.2247591e-06  
