# File created on Tue Feb 24 19:53:24 2026
#
# time ADMmass ADMPx ADMPy ADMPz ADMSx ADMSy ADMSz
0              0.98947135      -3.893808e-09   -5.2985794e-11  0               0               0               0.95654186     
0              0.98960826      -4.6916646e-09  -9.2416614e-11  0               0               0               0.95654187     
0              0.98958509      -5.928924e-09   5.8853027e-12   0               0               0               0.95654185     
0              0.98954926      -7.2284763e-09  -1.6985615e-10  0               0               0               0.95654183     
0              0.98950682      -9.9633733e-09  1.2524846e-10   0               0               0               0.95654184     
0              0.98933778      -1.2159797e-08  -5.1275711e-10  0               0               0               0.956542       
0              0.98978052      -1.7911956e-08  9.9339458e-10   0               0               0               0.95654193     
0              0.98975527      -2.0562012e-08  -2.0803849e-09  0               0               0               0.95654215     
0              0.98974281      -4.0323808e-08  5.8027e-09      0               0               0               0.95654182     
0              0.98970639      -2.9101467e-08  -1.4355796e-08  0               0               0               0.95654273     
0              0.98967554      -1.825793e-07   5.6256773e-08   0               0               0               0.95654117     
0              0.98963721      3.5807296e-07   -1.1830025e-07  0               0               0               0.9565523      
0.41666667     0.98947135      -3.8976169e-09  -6.6853491e-11  0               0               0               0.95654186     
0.41666667     0.98960826      -4.6881915e-09  -1.0567005e-10  0               0               0               0.95654187     
0.41666667     0.98958509      -5.92856e-09    6.2185363e-12   0               0               0               0.95654185     
0.41666667     0.98954926      -7.2255506e-09  -1.59421e-10    0               0               0               0.95654183     
0.41666667     0.98950681      -9.9622615e-09  9.1125147e-11   0               0               0               0.95654184     
0.41666667     0.98933778      -1.2155052e-08  -5.1363618e-10  0               0               0               0.95654198     
0.41666667     0.98978052      -1.791407e-08   9.697364e-10    0               0               0               0.95654192     
0.41666667     0.98975527      -2.0554238e-08  -2.1058488e-09  0               0               0               0.95654213     
0.41666667     0.98974281      -4.030501e-08   5.7223245e-09   0               0               0               0.9565418      
0.41666667     0.98970639      -2.8902149e-08  -1.4401289e-08  0               0               0               0.95654273     
0.41666667     0.98967554      -1.8291762e-07  5.5321825e-08   0               0               0               0.95654118     
0.41666667     0.98963721      3.5934958e-07   -1.1400705e-07  0               0               0               0.956552       
0.83333333     0.98947135      -3.9103643e-09  -6.4086648e-11  0               0               0               0.95654186     
